district_id,district_name,crop_id,crop_name,agricultural_year,season,area_sown_ha,area_harvested_ha,production_tonnes,yield_tonnes_per_ha,data_status,source_basis,season_id,yield_calculation_status
DST01,Angul,CRP005,Moong(Green Gram),2023-24,Annual,5706.04,5556.2,6186.94,1.1135200316763254,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP005,Moong(Green Gram),2024-25,Annual,5553.75,5390.75,6033.35,1.1192041923665539,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2015-16,Annual,1082.4,1060.07,1708.48,1.6116671540558642,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2016-17,Annual,998.07,971.83,1566.51,1.6119177222353702,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2017-18,Annual,1054.87,1016.43,1584.24,1.5586316814733923,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2018-19,Annual,1023.63,980.29,1546.79,1.577890216160524,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2019-20,Annual,944.33,910.46,1437.37,1.5787294334731892,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2020-21,Annual,1001.93,967.58,1519.13,1.5700303850844375,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2021-22,Annual,1015.22,981.27,1679.95,1.7120160608191426,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2022-23,Annual,1080.7,1036.71,1743.34,1.6816081642889524,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2023-24,Annual,996.71,958.92,1633.95,1.7039481917156802,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP007,Ragi,2024-25,Annual,1023.57,990.82,1604.35,1.619214388082598,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2015-16,Annual,78868.97,75580.42,268732.17,3.5555792095360146,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2016-17,Annual,76876.02,73531.91,256027.48,3.481855428479962,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2017-18,Annual,78874.64,76992.35,261910.99,3.4017793975635238,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2018-19,Annual,73724.22,71124.71,239212.16,3.363277825667057,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2019-20,Annual,79721.45,77636.49,292313.39,3.7651546328279393,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2020-21,Annual,75172.18,72579.03,301054.48,4.147954030248131,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2021-22,Annual,82473.31,79538.65,303683.77,3.8180654310828768,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2022-23,Annual,82310.9,80041.67,312194.46,3.900399129603368,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2023-24,Annual,82037.59,78447.84,285342.21,3.637349479603263,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP009,Rice,2024-25,Annual,80095.3,77945.11,274292.18,3.519042823853863,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2015-16,Annual,397.2,382.53,175.9,0.45983321569550106,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2016-17,Annual,401.42,387.66,168.39,0.4343754836712583,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2017-18,Annual,420.26,403.07,180.52,0.44786265412955567,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2018-19,Annual,385.26,372.96,186.93,0.5012065637065638,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2019-20,Annual,377.47,363.35,174.55,0.48039080776111187,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2020-21,Annual,397.85,389.77,197.85,0.5076070503117223,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2021-22,Annual,399.28,381.93,200.14,0.5240227266776634,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2022-23,Annual,414.86,401.68,200.55,0.4992780322644892,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2023-24,Annual,440.42,428.25,210.93,0.49253940455341505,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP010,Sesamum,2024-25,Annual,406.96,391.2,166.17,0.4247699386503067,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2015-16,Annual,2680.03,2578.44,2005.06,0.7776252307596841,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2016-17,Annual,2768.71,2685.19,2110.96,0.786149211042794,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2017-18,Annual,2820.12,2699.41,2217.65,0.8215313716701058,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2018-19,Annual,2701.93,2625.91,2391.09,0.9105757623071622,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2019-20,Annual,2550.92,2492.82,2147.73,0.8615664187546633,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2020-21,Annual,2668.16,2603.46,2210.13,0.848920283007997,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2021-22,Annual,2647.43,2547.05,2120.1,0.8323747079955242,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2022-23,Annual,2739.48,2672.06,2066.85,0.7735043374774518,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2023-24,Annual,2727.89,2605.44,1997.47,0.7666536170474085,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP012,Urad,2024-25,Annual,2764.03,2700.89,2130.12,0.7886733632247148,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2015-16,Annual,2124.01,2029.68,1281.43,0.6313458279137598,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2016-17,Annual,2034.88,1955.29,1222.99,0.6254775506446614,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2017-18,Annual,2084.35,2015.58,1209.01,0.5998323063336608,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2018-19,Annual,1983.81,1894.82,1112.65,0.5872061726179796,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2019-20,Annual,1928.32,1877.21,1082.47,0.5766376697332743,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2020-21,Annual,1818.72,1780.76,1015.43,0.5702228262090343,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2021-22,Annual,2158.12,2076.44,1234.37,0.594464564350523,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2022-23,Annual,2052.54,2002.62,1271.86,0.6350980215917148,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2023-24,Annual,2136.62,2092.31,1342.2,0.6414919395309491,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP002,Horse Gram,2024-25,Annual,2077.71,2025.36,1264.08,0.6241260812892523,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2015-16,Annual,5981.22,5798.48,93544.67,16.13261923814517,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2016-17,Annual,6153.44,5905.0,91433.17,15.484025402201524,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2017-18,Annual,5977.02,5751.27,86462.24,15.033590841674968,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2018-19,Annual,5636.5,5451.95,80069.79,14.68644980236429,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2019-20,Annual,5467.77,5230.55,80564.65,15.402710995975564,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2020-21,Annual,5669.12,5459.24,86495.19,15.843815256336049,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2021-22,Annual,5888.19,5657.0,91484.41,16.171894997348417,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2022-23,Annual,6228.35,6077.89,108631.91,17.87329319879103,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2023-24,Annual,6057.79,5814.11,94079.43,16.18122636138635,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP006,Potato,2024-25,Annual,5705.39,5555.64,87291.78,15.712281573320084,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2015-16,Annual,1978.84,1904.44,2507.55,1.3166862699796267,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2016-17,Annual,1990.36,1903.03,2120.22,1.1141285213580447,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2017-18,Annual,1905.05,1833.7,2129.17,1.1611332278998745,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2018-19,Annual,1666.23,1630.77,1927.89,1.1821961404735186,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2019-20,Annual,1669.67,1615.49,2065.73,1.2787018180242526,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2020-21,Annual,1788.8,1719.64,2312.97,1.3450315182247445,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2021-22,Annual,1928.16,1853.95,2498.94,1.3479004288141536,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2022-23,Annual,1879.24,1828.38,2546.59,1.3928122162788916,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2023-24,Annual,1895.68,1833.84,2297.23,1.2526883479474764,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP008,Rapeseed &Mustard,2024-25,Annual,1844.95,1796.08,2088.61,1.1628713643044855,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2015-16,Annual,7459.14,7199.01,422382.98,58.672370228684215,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2016-17,Annual,7419.59,7238.73,438850.73,60.6253762745675,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2017-18,Annual,7230.08,6960.56,419045.25,60.20280695806084,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2018-19,Annual,7057.45,6912.62,463190.08,67.0064432877838,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2019-20,Annual,6766.29,6512.4,451324.23,69.30228947853325,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2020-21,Annual,6979.02,6680.55,446771.75,66.87649220498312,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2021-22,Annual,6935.34,6636.13,419545.4,63.221395602557514,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2022-23,Annual,7549.94,7323.3,509490.0,69.57109499815657,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2023-24,Annual,7464.5,7293.97,447604.94,61.366435562526306,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP011,Sugarcane,2024-25,Annual,7291.5,6974.83,433309.55,62.12474712645326,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2015-16,Annual,3115.58,2977.19,5064.35,1.7010503192607795,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2016-17,Annual,2964.78,2832.41,4738.78,1.6730558075984763,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2017-18,Annual,2940.78,2826.46,4530.05,1.6027292089751846,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2018-19,Annual,2792.84,2689.13,4228.63,1.5724899874680658,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2019-20,Annual,2688.91,2604.88,4193.47,1.6098515094745247,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2020-21,Annual,2753.43,2633.24,4293.05,1.6303299357445582,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2021-22,Annual,2843.38,2761.14,4636.27,1.6791144237525082,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2022-23,Annual,2957.58,2851.75,4704.62,1.649730867011484,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2023-24,Annual,2897.41,2794.23,5014.43,1.7945659448220084,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP003,Jute,2024-25,Annual,2958.22,2886.63,5220.7,1.80857955470566,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP013,Wheat,2015-16,Annual,2893.66,2793.58,7466.95,2.6728964268071795,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP013,Wheat,2016-17,Annual,2969.66,2862.59,7667.33,2.678459017882407,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP013,Wheat,2017-18,Annual,2995.45,2906.35,8639.32,2.9725669654377485,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
DST01,Angul,CRP013,Wheat,2018-19,Annual,2799.24,2696.11,8253.48,3.0612549191242193,synthetic_prototype,2024_25_project_crop_structure,SEA03,CALCULATED_FROM_PRODUCTION_AND_HARVESTED_AREA
